NSE,,BSE,NSE.SYMBOL,BSE.SYMBOL
Mahindra & Mahindra Financial Services Limited-RE,,Havells India Ltd,M&MFIN-RE1,517354
Maan Aluminium Limited,,ACI Infocom Ltd,MAANALU,517356
Macpower CNC Machines Limited,,SBEC Systems India Ltd,MACPOWER,517360
Madhav Marbles and Granites Limited,,Incap Ltd,MADHAV,517370
Madhucon Projects Limited,,Gujarat Intrux Ltd,MADHUCON,517372
Madras Fertilizers Limited,,Igarashi Motors India Ltd,MADRASFERT,517380
Magadh Sugar & Energy Limited,,Symphony Ltd,MAGADSUGAR,517385
Magnum Ventures Limited,,Vintron Informatics Ltd,MAGNUM,517393
Bank of Maharashtra,,Pan Electronics India Ltd,MAHABANK,517397
Maha Rashtra Apex Corporation Limited,,VXL Instruments Ltd,MAHAPEXLTD,517399
Mahamaya Steel Industries Limited,,Shyam Telecom Ltd,MAHASTEEL,517411
Mahindra EPC Irrigation Limited,,Lee & Nee Softwares Exports Ltd,MAHEPC,517415
Maheshwari Logistics Limited,,Patels Airtemp India Ltd,MAHESHWARI,517417
Mahindra Lifespace Developers Limited,,Butterfly Gandhimathi Appliances Ltd,MAHLIFE,517421
Mahindra Logistics Limited,,Integra Switchgear Ltd,MAHLOG,517423
Maharashtra Scooters Limited,,Athena Global Technologies Ltd,MAHSCOOTER,517429
Maharashtra Seamless Limited,,Narmada Macplast Drip Irrigation Systems Ltd,MAHSEAMLES,517431
Maithan Alloys Limited,,Dutron Polymers Ltd,MAITHANALL,517437
Mallcom (India) Limited,,R.S. Software (India) Ltd,MALLCOM,517447
Malu Paper Mills Limited,,Magna Electro Castings Ltd,MALUPAPER,517449
Mamata Machinery Limited,,Marsons Ltd,MAMATA,517467
Manaksia Aluminium Company Limited,,Elnet Technologies Ltd,MANAKALUCO,517477
Manaksia Coated Metals & Industries Limited,,Accel Ltd,MANAKCOAT,517494
Manaksia Limited,,Websol Energy System Ltd,MANAKSIA,517498
Manaksia Steels Limited,,Roto Pumps Ltd,MANAKSTEEL,517500
Manali Petrochemicals Limited,,TTK Prestige Ltd,MANALIPETC,517506
Manappuram Finance Limited,,D & H India Ltd,MANAPPURAM,517514
Manba Finance Limited,,Rajratan Global Wire Ltd,MANBA,517522
Mangal Credit and Fincorp Limited,,Surana Telecom and Power Ltd,MANCREDIT,517530
Mangalam Drugs And Organics Limited,,Onward Technologies Ltd,MANGALAM,517536
Mangalore Chemicals & Fertilizers Limited,,Centum Electronics Ltd,MANGCHEFER,517544
Mangalam Cement Limited,,Alfa Transformers Ltd,MANGLMCEM,517546
Man Industries (India) Limited,,NHC Foods Ltd,MANINDS,517554
Man Infraconstruction Limited,,PVP Ventures Ltd,MANINFRA,517556
Mankind Pharma Limited,,Trigyn Technologies Ltd,MANKIND,517562
Manomay Tex India Limited,,KEI Industries Ltd,MANOMAY,517569
Manorama Industries Limited,,Keerthi Industries Ltd,MANORAMA,518011
Mangalam Organics Limited,,Sri Chakra Cement Ltd,MANORG,518053
Manugraph India Limited,,Suraj Products Ltd,MANUGRAPH,518075
Vedant Fashions Limited,,Anjani Portland Cement Ltd,MANYAVAR,518091
C.E. Info Systems Limited,,Modi Naturals Ltd,MAPMYINDIA,519003
Maral Overseas Limited,,Prashant India Ltd,MARALOVER,519014
Marathon Nextgen Realty Limited,,Khandelwal Extractions Ltd,MARATHON,519064
Marico Limited,,Tasty Bite Eatables Ltd,MARICO,519091
Marine Electricals (India) Limited,,Ritesh International Ltd,MARINE,519097
Marksans Pharma Limited,,AVT Natural Products Ltd,MARKSANS,519105
Marshall Machines Limited,,Hindustan Foods Ltd,MARSHALL,519126
Maruti Suzuki India Limited,,Nahar Industrial Enterprises Ltd,MARUTI,519136
MAS Financial Services Limited,,Vadilal Enterprises Ltd,MASFIN,519152
Mask Investments Limited,,Vadilal Industries Ltd,MASKINVEST,519156
Mastek Limited,,Ashiana Agro Industries Ltd,MASTEK,519174
Master Trust Limited,,Adf Foods Ltd,MASTERTR,519183
Matrimony.Com Limited,,Retro Green Revolution Ltd,MATRIMONY,519191
Mawana Sugars Limited,,Williamson Financial Services Ltd,MAWANASUG,519214
Max Estates Limited,,Ajanta Soya Ltd,MAXESTATES,519216
Max Healthcare Institute Limited,,Williamson Magor & Company Ltd,MAXHEALTH,519224
Max India Limited,,Kisaan Parivar Industries Ltd,MAXIND,519230
Mayur Uniquoters Ltd,,Superior Industrial Enterprises Ltd,MAYURUNIQ,519234
Mazda Limited,,Saptarishi Agro Industries Ltd,MAZDA,519238
Mazagon Dock Shipbuilders Limited,,Sanwaria Consumer Ltd,MAZDOCK,519260
Madhya Bharat Agro Products Limited,,Prima Agro Ltd,MBAPL,519262
MBL Infrastructure Limited,,Madhur Industries Ltd,MBLINFRA,519279
Madhav Copper Limited,,Tarai Foods Ltd,MCL,519285
Mcleod Russel India Limited,,Modern Dairies Ltd,MCLEODRUSS,519287
Magellanic Cloud Limited,,Bambino Agro Industries Ltd,MCLOUD,519295
Multi Commodity Exchange of India Limited,,Prime Industries Ltd,MCX,519299
Global Health Limited,,Vikas WSP Ltd,MEDANTA,519307
Medi Assist Healthcare Services Limited,,VSF Projects Ltd,MEDIASSIST,519331
Medicamen Biotech Limited,,Bansisons Tea Industries Ltd,MEDICAMEQ,519353
Medico Remedies Limited,,Poona Dal & Oil Industries Ltd,MEDICO,519359
Medplus Health Services Limited,,Transglobe Foods Ltd,MEDPLUS,519367
Megasoft Limited,,Anik Industries Ltd,MEGASOFT,519383
Megastar Foods Limited,,Sharat Industries Ltd,MEGASTAR,519397
Menon Bearings Limited,,Datiware Maritime Infra Ltd,MENONBE,519413
MEP Infrastructure Developers Limited,,KMG Milk Food Ltd,MEP,519415
Metro Brands Limited,,KSE Ltd,METROBRAND,519421
Metropolis Healthcare Limited,,Narbada Gems and Jewellery Ltd,METROPOLIS,519455
Mahalaxmi Fabric Mills Limited,,Virat Crane Industries Ltd,MFML,519457
Max Financial Services Limited,,IB Infotech Enterprises Ltd,MFSL,519463
Mangalam Global Enterprise Limited,,Ambar Protein Industries Ltd,MGEL,519471
Mahanagar Gas Limited,,Chordia Food Products Ltd,MGL,519475
Mahalaxmi Rubtech Limited,,CIAN Agro Industries & Infrastructure Ltd,MHLXMIRU,519477
Mahindra Holidays & Resorts India Limited,,Omega Ag-Seeds Punjab Ltd,MHRIL,519479
MIC Electronics Limited,,TAI Industries Ltd,MICEL,519483
Mishra Dhatu Nigam Limited,,NK Industries Ltd,MIDHANI,519494
Minda Corporation Limited,,BKV Industries Ltd,MINDACORP,519500
Mindteck (India) Limited,,NCC Bluewater Products Ltd,MINDTECK,519506
MIRC Electronics Limited,,Norben Tea & Exports Ltd,MIRCELECTR,519528
Mirza International Limited,,Asian Tea & Exports Ltd,MIRZAINT,519532
MITCON Consultancy & Engineering Services Limited,,Heritage Foods Ltd,MITCON,519552
Mittal Life Style Limited,,Simran Farms Ltd,MITTAL,519566
M K Proteins Limited,,Hindustan Agrigenetics Ltd,MKPL,519574
MM Forgings Limited,,CCL Products (India) Ltd,MMFL,519600
MMP Industries Limited,,Kellton Tech Solutions Ltd,MMP,519602
MMTC Limited,,Suryo Foods & Industries Ltd,MMTC,519604
One Mobikwik Systems Limited,,Integrated Proteins Ltd,MOBIKWIK,519606
Modi Rubber Limited,,Mahaan Foods Ltd,MODIRUBBER,519612
MODISON LIMITED,,Rico Auto Industries Ltd,MODISONLTD,520008
Modern Threads (India) Limited,,Omax Autos Ltd,MODTHREAD,520021
Mohit Industries Limited,,Munjal Showa Ltd,MOHITIND,520043
MOIL Limited,,Jamna Auto Industries Ltd,MOIL,520051
Moksh Ornaments Limited,,TVS Holdings Ltd,MOKSH,520056
Meghmani Organics Limited,,Jtekt India Ltd,MOL,520057
Mold-Tek Technologies Limited,,Munjal Auto Industries Ltd,MOLDTECH,520059
Mold-Tek Packaging Limited,,Jay Bharat Maruti Ltd,MOLDTKPAC,520066
Monarch Networth Capital Limited,,RACL Geartech Ltd,MONARCH,520073
Monte Carlo Fashions Limited,,Samkrg Pistons & Rings Ltd,MONTECARLO,520075
Morepen Laboratories Limited,,Eastcoast Steel Ltd,MOREPENLAB,520081
Moschip Technologies Limited,,Ratnamani Metals & Tubes Ltd,MOSCHIP,520111
Samvardhana Motherson International Limited,,Vesuvius India Ltd,MOTHERSON,520113
Motilal Oswal Financial Services Limited,,Automotive Stampings and Assemblies Ltd,MOTILALOFS,520119
Motisons Jewellers Limited,,Arcee Industries Ltd,MOTISONS,520121
The Motor & General Finance Limited,,ABC India Ltd,MOTOGENFIN,520123
MphasiS Limited,,Balurghat Technologies Ltd,MPHASIS,520127
MPS Limited,,Coastal Roadways Ltd,MPSLTD,520131
MRF Limited,,Sibar Auto Parts Ltd,MRF,520141
Mangalore Refinery and Petrochemicals Limited,,Transworld Shipping Lines Ltd,MRPL,520151
MSP Steel & Power Limited,,Starlog Enterprises Ltd,MSPL,520155
Mstc Limited,,Shiva Suitings Ltd,MSTCLTD,521003
Motherson Sumi Wiring India Limited,,Titan Intech Ltd,MSUMI,521005
Mtar Technologies Limited,,Eurotex Industries and Exports Ltd,MTARTECH,521014
MT Educare Limited,,Indo Count Industries Ltd,MTEDUCARE,521016
Mahanagar Telephone Nigam Limited,,Maral Overseas Ltd,MTNL,521018
Mufin Green Finance Limited,,Soma Textiles & Industries Ltd,MUFIN,521034
Credo Brands Marketing Limited,,Advance Lifestyles Ltd,MUFTI,521048
Mukand Limited,,Kakatiya Textiles Ltd,MUKANDLTD,521054
Mukka Proteins Limited,,Perfect-Octave Media Projects Ltd,MUKKA,521062
Mukta Arts Limited,,Trident Ltd,MUKTAARTS,521064
Munjal Auto Industries Limited,,Hisar Spinning Mills Ltd,MUNJALAU,521068
Munjal Showa Limited,,Alok Industries Ltd,MUNJALSHOW,521070
Murudeshwar Ceramics Limited,,Pasari Spinning Mills Ltd,MURUDCERA,521080
Muthoot Capital Services Limited,,Amarjothi Spinning Mills Ltd,MUTHOOTCAP,521097
Muthoot Finance Limited,,Olympia Industries Ltd,MUTHOOTFIN,521105
Muthoot Microfin Limited,,Nagreeka Exports Ltd,MUTHOOTMF,521109
Manoj Vaibhav Gems N Jewellers Limited,,Suditi Industries Ltd,MVGJL,521113
NACL Industries Limited,,Shree Bhavya Fabrics Ltd,NACLIND,521131
Nagarjuna Fertilizers and Chemicals Limited,,Gem Spinners India Ltd,NAGAFERT,521133
Nagreeka Capital & Infrastructure Limited,,Eureka Industries Ltd,NAGREEKCAP,521137
Nagreeka Exports Limited,,Aditya Spinners Ltd,NAGREEKEXP,521141
Nahar Capital and Financial Services Limited,,Prime Urban Development India Ltd,NAHARCAP,521149
Nahar Industrial Enterprises Limited,,Dhanlaxmi Fabrics Ltd,NAHARINDUS,521151
Nahar Poly Films Limited,,Sri Lakshmi Saraswathi Textiles Arni Ltd,NAHARPOLY,521161
Nahar Spinning Mills Limited,,Zodiac Clothing Company Ltd,NAHARSPING,521163
Nippon Life India Asset Management Limited,,Sri Ramakrishna Mills Coimbatore Ltd,NAM-INDIA,521178
Narmada Agrobase Limited,,Super Spinning Mills Ltd,NARMADA,521180
Natural Capsules Limited,,SIL Investments Ltd,NATCAPSUQ,521194
Natco Pharma Limited,,Suryalakshmi Cotton Mills Ltd,NATCOPHARM,521200
Nath Bio-Genes (India) Limited,,Samtex Fashions Ltd,NATHBIOGEN,521206
National Aluminium Company Limited,,Cityman Ltd,NATIONALUM,521210
Info Edge (India) Limited,,Dhanalaxmi Roto Spinners Ltd,NAUKRI,521216
NAVA LIMITED,,Damodar Industries Ltd,NAVA,521220
Navin Fluorine International Limited,,Sanblue Corporation Ltd,NAVINFLUOR,521222
Navkar Corporation Limited,,Uniroyal Industries Ltd,NAVKARCORP,521226
Navkar Urbanstructure Limited,,Tatia Global Vennture Ltd,NAVKARURB,521228
Navneet Education Limited,,Sunil Industries Ltd,NAVNETEDUL,521232
Nazara Technologies Limited,,Sri Nachammai Cotton Mills Ltd,NAZARA,521234
NBCC (India) Limited,,Bharat Global Developers Ltd,NBCC,521238
N. B. I. Industrial Finance Company Limited,,Sambandam Spinning Mills Ltd,NBIFIN,521240
NCC Limited,,MKP Mobility Ltd,NCC,521244
NCL Industries Limited,,Paras Petrofils Ltd,NCLIND,521246
Naga Dhunseri Group Limited,,Kitex Garments Ltd,NDGL,521248
Nandan Denim Limited,,Cranex Ltd,NDL,522001
NDL Ventures Limited,,Batliboi Ltd,NDLVENTURE,522004
Ndr Auto Components Limited,,Austin Engineering Company Ltd,NDRAUTO,522005
New Delhi Television Limited,,United Drilling Tools Ltd,NDTV,522014
North Eastern Carrying Corporation Limited,,Fluidomat Ltd,NECCLTD,522017
Nectar Lifesciences Limited,,EMA India Ltd,NECLIFE,522027
Nelcast Limited,,Windsor Machines Ltd,NELCAST,522029
NELCO Limited,,Shanthi Gears Ltd,NELCO,522034
Neogen Chemicals Limited,,Miven Machine Tools Ltd,NEOGEN,522036
Nesco Limited,,Honda India Power Products Ltd,NESCO,522064
Nestle India Limited,,The Hi-Tech Gears Ltd,NESTLEIND,522073
Netweb Technologies India Limited,,Elgi Equipments Ltd,NETWEB,522074
Network18 Media & Investments Limited,,United Van Der Horst Ltd,NETWORK18,522091
Neuland Laboratories Limited,,Kilburn Engineering Ltd,NEULANDLAB,522101
Newgen Software Technologies Limited,,Birla Precision Technologies Ltd,NEWGEN,522105
Next Mediaworks Limited,,Yuken India Ltd,NEXTMEDIA,522108
National Fertilizers Limited,,Timken India Ltd,NFL,522113
Nakoda Group of Industries Limited,,Voith Paper Fabrics India Ltd,NGIL,522122
NGL Fine-Chem Limited,,Artson Ltd,NGLFINE,522134
Narayana Hrudayalaya Ltd.,,Solitaire Machine Tools Ltd,NH,522152
NHPC Limited,,Diamond Power Infrastructure Ltd,NHPC,522163
The New India Assurance Company Limited,,Indsil Hydro Power and Manganese Ltd,NIACL,522165
NIBE Limited,,ITL Industries Ltd,NIBE,522183
NRB Industrial Bearings Limited,,Frontier Springs Ltd,NIBL,522195
NIIT Limited,,Praj Industries Ltd,NIITLTD,522205
NIIT Learning Systems Limited,,Rasandik Engineering Industries India Ltd,NIITMTS,522207
Nila Infrastructures Limited,,Yogi Sungwon (India) Ltd,NILAINFRA,522209
Nila Spaces Limited,,HLE Glascoat Ltd,NILASPACES,522215
Nilkamal Limited,,Gujarat Apollo Industries Ltd,NILKAMAL,522217
NINtec Systems Limited,,Taneja Aerospace & Aviation Ltd,NINSYS,522229
Indo-National Limited,,Conart Engineers Ltd,NIPPOBATRY,522231
Niraj Cement Structurals Limited,,Minal Industries Ltd,NIRAJ,522235
Niraj Ispat Industries Limited,,MM Forgings Ltd,NIRAJISPAT,522241
Nitco Limited,,Mayur Uniquoters Ltd,NITCO,522249
Nitin Spinners Limited,,Cenlub Industries Ltd,NITINSPIN,522251
Nitiraj Engineers Limited,,Rajoo Engineers Ltd,NITIRAJ,522257
Niva Bupa Health Insurance Company Limited,,Dolphin Offshore Enterprises (India) Ltd,NIVABUPA,522261
NK Industries Limited,,Veejay Lakshmi Engineering Works Ltd,NKIND,522267
NLC India Limited,,Ahmedabad Steelcraft Ltd,NLCINDIA,522273
NMDC Limited,,GE Vernova T&D India Ltd,NMDC,522275
NOCIL Limited,,Ram Ratna Wires Ltd,NOCIL,522281
Noida Toll Bridge Company Limited,,Jayaswal Neco Industries Ltd,NOIDATOLL,522285
Norben Tea & Exports Limited,,Kalpataru Projects International Ltd,NORBTEAEXP,522287
Northern Arc Capital Limited,,NMS Resources Global Ltd,NORTHARC,522289
Nova Agritech Limited,,Candour Techtex Ltd,NOVAAGRI,522292
Network People Services Technologies Limited,,T & I Global Ltd,NPST,522294
N R Agarwal Industries Limited,,Control Print Ltd,NRAIL,522295
NRB Bearing Limited,,Bemco Hydraulics Ltd ,NRBBEARING,522650
Nupur Recyclers Limited,,Ansal Buildwell Ltd,NRL,523007
Nalwa Sons Investments Limited,,Weizmann Ltd,NSIL,523011
NMDC Steel Limited,,BN Rathi Securities Ltd,NSLNISP,523019
NTPC Limited,,Rishi Techtex Ltd,NTPC,523021
NTPC Green Energy Limited,,Sinclairs Hotels Ltd,NTPCGREEN,523023
Nucleus Software Exports Limited,,Safari Industries India Ltd,NUCLEUS,523025
Nureca Limited,,A D S Diagnostics Ltd,NURECA,523031
Nuvama Wealth Management Limited,,Binayak Tex Processors Ltd,NUVAMA,523054
Nuvoco Vistas Corporation Limited,,JJ Finance Corporation Ltd,NUVOCO,523062
FSN E-Commerce Ventures Limited,,Cosmo Ferrites Ltd,NYKAA,523100
Oriental Aromatics Limited,,Cropster Agro Ltd,OAL,523105
Orissa Bengal Carrier Limited,,Sanco Trans Ltd,OBCL,523116
Oberoi Realty Limited,,Ador Multiproducts Ltd,OBEROIRLTY,523120
Oriental Carbon & Chemicals Limited,,EIH Associated Hotels Ltd,OCCL,523127
OCCL Limited,,Medi Caps Ltd,OCCLLTD,523144
Odigma Consultancy Solutions Limited,,OTCO International Ltd,ODIGMA,523151
Oracle Financial Services Software Limited,,Morganite Crucible India Ltd,OFSS,523160
Oil India Limited,,B&A Packaging India Ltd,OIL,523186
Oil Country Tubular Limited,,Aban Offshore Ltd,OILCOUNTUB,523204
Ola Electric Mobility Limited,,Kokuyo Camlin Ltd,OLAELEC,523207
Olectra Greentech Limited,,SRM Energy Ltd,OLECTRA,523222
Omax Autos Limited,,Bharat Seats Ltd,OMAXAUTO,523229
Omaxe Limited,,Continental Petroleums Ltd,OMAXE,523232
OM INFRA LIMITED,,NB Footwear Ltd,OMINFRAL,523242
Omkar Speciality Chemicals Limited,,Machino Plastics Ltd,OMKARCHEM,523248
Onelife Capital Advisors Limited,,PEARL Polymers Ltd,ONELIFECAP,523260
One Point One Solutions Limited,,Venkys (India) Ltd,ONEPOINT,523261
Onesource Specialty Pharma Limited,,Advani Hotels & Resorts (India) Ltd,ONESOURCE,523269
Oil & Natural Gas Corporation Limited,,GV Films Ltd,ONGC,523277
OnMobile Global Limited,,Superhouse Ltd,ONMOBILE,523283
Onward Technologies Limited,,Rama Vision Ltd,ONWARDTEC,523289
Optiemus Infracom Limited,,TCPL Packaging Ltd,OPTIEMUS,523301
Orbit Exports Limited,,Shri Gang Industries & Allied Products Ltd,ORBTEXP,523309
Orchasp Limited,,Purity Flexpack Ltd,ORCHASP,523315
Orchid Pharma Limited,,Balmer Lawrie & Company Ltd,ORCHPHARMA,523319
Oricon Enterprises Limited,,Kovai Medical Center & Hospital Ltd,ORICONENT,523323
Oriental Trimex Limited,,Eldeco Housing & Industries Ltd,ORIENTALTL,523329
Orient Bell Limited,,Microse India Ltd,ORIENTBELL,523343
Orient Cement Limited,,DCM Shriram Ltd,ORIENTCEM,523367
ORIENT CERATECH LIMITED,,DCM Shriram Industries Ltd,ORIENTCER,523369
Orient Electric Limited,,Mawana Sugars Ltd,ORIENTELEC,523371
Oriental Hotels Limited,,Mini Diamonds India Ltd,ORIENTHOT,523373
Orient Press Limited,,Maha Rashtra Apex Corporation Ltd,ORIENTLTD,523384
Orient Paper & Industries Limited,,Nilkamal Ltd,ORIENTPPR,523385
Orient Technologies Limited,,Nahar Polyfilms Ltd,ORIENTTECH,523391
The Orissa Minerals Development Company Limited,,3M India Ltd,ORISSAMINE,523395
Ortel Communications Limited,,Johnson Controls-Hitachi Air Conditioning India Ltd,ORTEL,523398
ORTIN GLOBAL LIMITED,,JM Financial Ltd,ORTINGLOBE,523405
Osia Hyper Retail Limited,,ADC India Communications Ltd,OSIAHYPER,523411
Oswal Agro Mills Limited,,Tamilnadu Telecommunications Ltd,OSWALAGRO,523419
Oswal Greentech Limited,,Reliance Industrial Infrastructure Ltd,OSWALGREEN,523445
ShreeOswal Seeds And Chemicals Limited,,Sharp India Ltd,OSWALSEEDS,523449
Page Industries Limited,,Linde India Ltd,PAGEIND,523457
Paisalo Digital Limited,,Ind Bank Housing Ltd,PAISALO,523465
PAKKA LIMITED,,Jai Mata Glass Ltd,PAKKA,523467
Palash Securities Limited,,Lotus Chocolate Company Ltd,PALASHSECU,523475
Palred Technologies Limited,,Pacific Industries Ltd,PALREDTEC,523483
Panacea Biotec Limited,,Chennai Meenakshi Multispeciality Hospital Ltd,PANACEABIO,523489
Panache Digilife Limited,,Universal Office Automation Ltd,PANACHE,523519
Panama Petrochem Limited,,APM Industries Ltd,PANAMAPET,523537
Pansari Developers Limited,,Precision Wires India Ltd,PANSARI,523539
Par Drugs And Chemicals Limited,,Krypton Industries Ltd,PAR,523550
Paramount Communications Limited,,Swiss Military Consumer Goods Ltd,PARACABLES,523558
Paradeep Phosphates Limited,,Martin Burn Ltd,PARADEEP,523566
Parag Milk Foods Limited,,Future Enterprises Ltd,PARAGMILK,523574
Paras Defence and Space Technologies Limited,,Indian Toners & Developers Ltd,PARAS,523586
Paras Petrofils Limited,,Kunststoffe Industries Ltd,PARASPETRO,523594
Apeejay Surrendra Park Hotels Limited,,Shipping Corporation of India Ltd,PARKHOTELS,523598
Parsvnath Developers Limited,,Sika Interplant Systems Ltd,PARSVNATH,523606
Pasupati Acrylon Limited,,ITI Ltd,PASUPTAC,523610
Patanjali Foods Limited,,Dredging Corporation of India Ltd,PATANJALI,523618
Patel Engineering Limited,,Phaarmasia Ltd,PATELENG,523620
Patel Integrated Logistics Limited,,National Fertilizers Ltd,PATINTLOG,523630
Pavna Industries Limited,,IP Rings Ltd,PAVNAIND,523638
One 97 Communications Limited,,PI Industries Ltd,PAYTM,523642
PCBL Chemical Limited,,Plastiblends India Ltd,PCBL,523648
PC Jeweller Limited,,Yash Innoventures Ltd,PCJEWELLER,523650
Pudumjee Paper Products Limited,,Kkalpana Plastick Ltd,PDMJEPAPER,523652
PDS Limited,,Waterbase Ltd,PDSL,523660
Pearl Polymers Limited,,Flex Foods Ltd,PEARLPOLY,523672
Piramal Enterprises Limited,,Golkunda Diamonds & Jewellery Ltd,PEL,523676
Pennar Industries Limited,,Apcotex Industries Ltd,PENIND,523694
Peninsula Land Limited,,Fortis Malar Hospitals Ltd,PENINLAND,523696
Persistent Systems Limited,,Mastek Ltd,PERSISTENT,523704
Petronet LNG Limited,,Eimco Elecon (India) Ltd,PETRONET,523708
Power Finance Corporation Limited,,Sayaji Hotels Ltd,PFC,523710
Pfizer Limited,,Ashiana Housing Ltd,PFIZER,523716
Prime Focus Limited,,Svam Software Ltd,PFOCUS,523722
PTC India Financial Services Limited,,Ecoboard Industries Ltd,PFS,523732
PG Electroplast Limited,,Dhunseri Ventures Ltd,PGEL,523736
Procter & Gamble Hygiene and Health Care Limited,,Trans India House Impex Ltd,PGHH,523752
Procter & Gamble Health Limited,,Mahindra EPC Irrigation Ltd,PGHL,523754
Pearl Global Industries Limited,,Mitshi India Ltd,PGIL,523782
The Phoenix Mills Limited,,Shukra Jewellery Ltd,PHOENIXLTD,523790
Pidilite Industries Limited,,Mazda Ltd,PIDILITIND,523792
Power & Instrumentation (Gujarat) Limited,,Viceroy Hotels Ltd,PIGL,523796
